epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
111,59747.8,1.61953,0.66828,0.00175,0.91662,0.82805,0.88762,0.58675,1.46414,0.60588,0.00181,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
112,60483.4,1.61999,0.66323,0.00175,0.91648,0.82811,0.88818,0.58733,1.463,0.60523,0.00181,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055,0.0135165,0.0045055
113,61146.4,1.62196,0.66852,0.00175,0.91561,0.82963,0.88839,0.5875,1.46239,0.6039,0.00181,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
114,62000.6,1.60939,0.66213,0.00174,0.91602,0.82938,0.8884,0.58765,1.46205,0.60283,0.00181,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065,0.0132195,0.0044065
115,62631.2,1.61727,0.66423,0.00175,0.91735,0.82964,0.88891,0.58819,1.461,0.60204,0.00181,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
116,63191.9,1.61246,0.66246,0.00174,0.91577,0.83174,0.88908,0.58819,1.46064,0.60089,0.00181,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
117,63738.3,1.61357,0.66421,0.00173,0.91538,0.83243,0.88923,0.58843,1.45987,0.60037,0.0018,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
118,64335.1,1.60978,0.65849,0.00173,0.9164,0.83121,0.88921,0.58844,1.45921,0.59994,0.0018,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085,0.0126255,0.0042085
119,64865.4,1.61055,0.66368,0.00174,0.91669,0.83062,0.88961,0.58898,1.4583,0.59854,0.0018,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
120,65480.4,1.6021,0.65668,0.00173,0.91817,0.83073,0.88974,0.58918,1.45719,0.59832,0.0018,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095,0.0123285,0.0041095
121,66339.5,1.60265,0.65766,0.00173,0.91799,0.83121,0.88979,0.58957,1.4562,0.59735,0.0018,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
122,66944.4,1.60567,0.65756,0.00172,0.91931,0.83072,0.89004,0.58992,1.45495,0.59679,0.0018,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105,0.0120315,0.0040105
123,67611.7,1.60135,0.65661,0.00172,0.91768,0.83206,0.89044,0.59008,1.45552,0.59701,0.0018,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
124,68171.5,1.59277,0.65022,0.00171,0.91772,0.83215,0.89052,0.59049,1.45477,0.59685,0.00179,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115,0.0117345,0.0039115
125,68738.2,1.59884,0.65506,0.00172,0.9184,0.83181,0.89059,0.5907,1.45365,0.59599,0.00179,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
126,69327.6,1.59588,0.65345,0.00171,0.91732,0.83276,0.89076,0.59109,1.45302,0.59537,0.00179,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125,0.0114375,0.0038125
127,70026.1,1.59492,0.65207,0.0017,0.91753,0.83301,0.89085,0.59119,1.45234,0.59477,0.00179,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
128,70714,1.58897,0.65043,0.00171,0.91968,0.83375,0.8914,0.59176,1.45223,0.59446,0.00179,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135,0.0111405,0.0037135
129,71274,1.59126,0.65211,0.00171,0.91842,0.83469,0.8916,0.59219,1.45091,0.59333,0.00179,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
130,72010.4,1.58269,0.64763,0.0017,0.92107,0.83357,0.89173,0.59241,1.45054,0.59302,0.00179,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145,0.0108435,0.0036145
131,72804.3,1.58832,0.6447,0.00169,0.91967,0.83407,0.89202,0.59286,1.44994,0.59253,0.00178,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
